title,text,subject,date
"Cara Pengembang Dukung Pertumbuhan Industri Logistik Nasional
","DPertumbuhan pesat industri logistik selama pandemi dijadikan peluang oleh Grand Taruma Commercial dan JNE Karawang. Kedua perusahaan berkolaborasi lewat pembukaan kantor cabang JNE di kawasan Grand Taruma Commercial sebagai cabang terbesar di Karawang, Jawa Barat.
Kerja sama strategis ini merupakan bagian dari komitmen kedua belah pihak untuk menyediakan kebutuhan masyarakat produktif di Karawang.
CEO Grand Taruma Franky M. Martono menjelaskan kerja sama antara Grand Taruma Commercial dengan JNE dijalin sejak Januari 2022 untuk memenuhi kebutuhan pengiriman barang masyarakat maupun pelaku industri di Karawang.
Kerja sama ini, dijelaskan Franky, sebagai bentuk dukungan Grand Taruma Commercial sebagai bagian dari Agung Podomoro yang merupakan pengembang properti terdepan, terintegrasi, dan terpercaya di tanah air yang berperan sebagai booster pemulihan ekonomi pasca pandemi.
“Kami sangat bersyukur kerja sama strategis antara Grand Taruma Commercial dengan JNE dapat dilakukan di tengah situasi yang dinamis dan penuh tantangan. Kedua belah pihak memiliki komitmen yang sama untuk terus bergerak dan berkontribusi sehingga memberikan nilai lebih untuk masyarakat luas,"" ujar dia dalam keterangan tertulis di Jakarta, Senin (9/5/2022).
""Kami meyakini, melalui kerjasama ini akan memudahkan masyarakat di Karawang memenuhi kebutuhan pengiriman barangnya saat mobilitas masyarakat terbatas akibat pandemi,” lanjut Franky.
Kerja sama Grand Taruma Commercial dengan JNE juga diharapkan Franky selaras dengan kebangkitan ekonomi terutama di wilayah Karawang.
“Kami berharap kolaborasi ini akan memberikan dampak baik pada pemulihan ekonomi melalui sektor properti dan logistik,” katanya.
",Economy,"Mei 9, 2022"
"Siaga 24 Jam, PLN Pastikan Layanan Tetap Prima Sambut Idulfitri 2022

","PT PLN (Persero) memastikan akan memberi pelayanan prima bagi masyarakat yang merayakan Idul Fitri 1443 Hijriyah. Bertepatan juga pada momen mudik tahun ini, PLN menjaga seluruh pasokan listrik agar masyarakat bisa menikmati lebaran di kampung halaman.
Untuk itu, PLN membentuk Satgas Kesiapan dan Keandalan Pasokan Listrik yang bertugas sejak H-7 lebaran hingga H+9 lebaran. PLN juga berencana untuk memperpanjang satgas ini hingga H+14.
Direktur Utama PLN Darmawan Prasodjo menjelaskan, pasokan listrik saat ini dalam kondisi aman. Total kapasitas pembangkit di Indonesia mencapai 64,3 gigawatt (GW), dengan total beban puncak diperkirakan mencapai 30-31 GW pada saat Idul Fitri. Untuk mendukung operasional pembangkit, PLN memastikan pasokan energi primer batu bara, gas dan bahan bakar minyak dalam kondisi aman dengan hari operasi (HOP) di atas 15 hari.""Kami siapkan pasokan energi primernya. Kami sudah cek, stokpile batu bara kami saat ini di atas 15 HOP. Untuk gas, khususnya untuk pasokan ke PLTGU dan kondisi pasokan BBM juga sudah di atas 15 HOP,"" kata Darmawan.
Secara rinci, daya mampu di wilayah Jawa, Madura dan Bali (Jamali) mencapai 32 GW. Adapun beban puncak selama Idul Fitri diperkirakan sebesar 19,5 GW. Untuk wilayah Sumatera dan Kalimantan, PLN memiliki daya mampu 10,4 GW dengan beban puncak Idul Fitri mencapai 7,76 GW.Sementara untuk wilayah Sulawesi, Maluku, Papua dan Nusa Tenggara (Sulmapana), PLN menyiagakan pembangkit dengan daya mampu sebesar 3,5 GW dan beban puncak saat Idul Fitri sekitar 2,9 GW.Selain itu, PLN menerjunkan 50.268 personel di 2.982 posko siaga yang tersebar di seluruh penjuru Indonesia, dengan menerapkan sistem piket bagi petugas operasional selama 24 jam demi menjaga keandalan pasokan listrik.Demi memastikan pasokan listrik aman, PLN tak hanya memaksimalkan operasional pembangkit listrik, tetapi juga menyiapkan suplai cadangan dengan menyiagakan 2.550 peralatan pendukung siaga seperti unit Uninterruptible Power Supply (UPS), genset maupun unit gardu bergerak (UGB), trafo mobile, hingga kendaraan.""Kami perintahkan semuanya siaga. Peralatan, crane, trafo mobile, semua dalam kondisi siap. Pembangkit, kesiapan energi primer juga dalam kondisi siap. Semua dalam status on dan standby. Jikapun, ada gangguan kami pastikan PLN langsung bisa bergerak cepat,"" ujar Darmawan.
Dari sisi layanan pelanggan, PLN siap melayani keluhan pelanggan selama 24 jam. Pelanggan bisa langsung mengakses aplikasi PLN Mobile yang tersedia di AppStore dan PlayStore untuk melaporkan keluhan ataupun kebutuhan kelistrikan pelanggan setiap saat.""Kami sudah mengintegrasikan PLN Mobile dengan Virtual Command Centre (VCC) kita yang bisa merespons cepat keluhan masyarakat. Masyarakat juga bisa mengakses semua kebutuhan kelistrikan melalui PLN Mobile ini,"" kata Darmawan.Tak sampai di sana, sebagai upaya memaksimalkan pasokan listrik untuk masyarakat di rumah, PLN menyiagakan SPKLU di 8 rest area yang ada di sepanjang Tol Trans Jawa. Darmawan menyebut, para pemilik EV tak perlu ragu lagi membawa kendaraan listriknya ke kampung halaman karena PLN menyiagakan seluruh SPKLU di sepanjang rest area_Tol Trans Jawa.
""Kami menyiapkan 128 SPKLU di seluruh Indonesia. Namun, khusus untuk di jalur mudik, kami siapkan SPKLU di _rest area_ sepanjang jalur tol Jawa. Dari Cikampek hingga Kertosono dan Madiun,"" katanya.
Kedelapan titik tersebut berada di Rest Area KM 519 A (Solo-Ngawi), Rest Area KM 519 B (Ngawi-Solo), Rest Area KM 389 B (Batang-Semarang), Rest Area KM 379 A (Semarang-Batang), Rest Area KM 626 B (Kertosono, Madiun), Rest Area KM 207 A (Palikanci, Cirebon), Rest Area 208 B (Palikanci), dan Rest Area KM 6 (Jakarta-Cikampek).
Baca artikel CNN Indonesia ""Siaga 24 Jam, PLN Pastikan Layanan Tetap Prima Sambut Idulfitri 2022"" selengkapnya di sini: https://www.cnnindonesia.com/ekonomi/20220501151711-90-792086/siaga-24-jam-pln-pastikan-layanan-tetap-prima-sambut-idulfitri-2022.


",Economy,"Mei 1, 2022"
"Kemnaker Terima 5.589 Pengaduan Terkait Masalah THR
","Kementerian Tenaga Kerja (Kemnaker) menerima 5.589 pengaduan terkait tunjangan hari raya (THR) yang bermasalah. Pengaduan itu terhimpun sejak 8 April sampai 3 Mei 2022.
Sekjen Kemnaker Anwar Sanusi menyebut dari jumlah aduan itu, sebanyak 3.003 di antaranya dilaporkan melalui pengaduan online dan 2.586 konsultasi online.""Hingga pukul 19.00 WIB atau H+2 lebaran, jumlah konsultasi dan pengaduan yang masuk Posko THR 2022 total sebanyak 5589 laporan,""tutur Anwar dalam keterangan tertulisnya dikutip Kamis (5/5) Anwar menyebut dari 3.003 laporan pengaduan yang masuk, sebanyak 1.736 laporan berasal dari perusahaan. Isu yang diadukan salah satunya soal THR yang tak dibayarkan dengan total 1.430 aduan.
Lalu, 1.216 laporan soal THR tak sesuai ketentuan oleh 695 perusahaan, dan 357 laporan soal THR terlambat disalurkan sebanyak 208 perusahan.""Sebanyak 72 laporan sudah ditindaklanjuti dan 1664 laporan masih sedang proses,"" jelas Anwar.Sementara itu, dari 2.586 laporan konsultasi yang diterima oleh pihaknya, 1.708 laporan di antaranya sudah diselesaikan. Namun, 878 laporan lainnya masih dalam proses penyelesaian.""Laporan konsultasi yang masih dalam proses, 100 persen pasti akan diselesaikan,"" katanya.Sesuai Pasal 79 Peraturan Pemerintah (PP) Nomor 36 Tahun 2021 tentang Pengupahan, Anwar menyebut ada sanksi secara bertahap yang diberikan kepada pengusaha yang tak membayar THR atau membayar THR tapi tak sesuai ketentuan.""Dimulai dari teguran tertulis, pembatasan kegiatan usaha, penghentian sementara sebagian atau seluruh alat produksi, hingga pembekuan kegiatan usaha,"" tandasnya.
Baca artikel CNN Indonesia ""Kemnaker Terima 5.589 Pengaduan Terkait Masalah THR"" selengkapnya di sini: https://www.cnnindonesia.com/ekonomi/20220505125753-92-793206/kemnaker-terima-5589-pengaduan-terkait-masalah-thr.
",Economy,"Mei 5, 2022"
"Kebutuhan BBM Melonjak 41 Persen, Pertamina Jaga Pasokan dengan Aman","PT Pertamina (Persero) mencatatkan adanya lonjakan kebutuhan bahan bakar minyak (BBM) sebanyak 41 persen selama periode arus mudik hingga arus balik Lebaran 2022. Di tengah lonjakan permintaan, Pertamina berhasil menjaga pasokan tetap aman dan terkendali.
Berdasarkan catatan perseroan, lonjakan kebutuhan BBM hingga 41 persen merupakan yang terbesar sepanjang sejarah mudik di Indonesia. Angka itu jauh lebih tinggi dibandingkan dengan kenaikan permintaan BBM pada masa mudik tahun-tahun sebelumnya yang hanya 11 persen.Meskipun permintaan bahan bakar minyak (BBM) naik 41 persen sejak H-3 hingga Hari Raya Idulfitri, Pertamina tetap mampu menjaga stok aman dengan biaya US$5 miliar per hari.
Baca artikel CNN Indonesia ""Kebutuhan BBM Melonjak 41 Persen, Pertamina Jaga Pasokan dengan Aman"" selengkapnya di sini: https://www.cnnindonesia.com/ekonomi/20220508110356-90-794095/kebutuhan-bbm-melonjak-41-persen-pertamina-jaga-pasokan-dengan-aman.Selama arus mudik hingga arus balik Lebaran 2022, Direktur Utama Pertamina Nicke Widyawati terjun langsung mengkomandoi monitoring pasokan BBM ke seluruh wilayah Indonesia.
Tim Satgas Rafi (Ramadhan Idul Fitri) yang dibentuknya, melakukan pemantauan 24 jam melalui sistem digitalisasi terpusat di Lantai 21, Graha Pertamina Jakarta.Melalui pemanfaatan teknologi digital untuk memantau kebutuhan dan penyediaan di lapangan, Pertamina mampu melayani kebutuhan BBM bagi 85 juta pemudik pada Idulfitri 2022.Sementara untuk arus balik, Pertamina memperkirakan konsumsi BBM akan naik hingga 36 persen. Peningkatan tertinggi diperkirakan akan terjadi pada masa puncak arus balik yakni akhir pekan ini.Menurut Nicke, kenaikan penjualan BBM akan terjadi bukan hanya di SPBU di dalam tol melainkan juga di jalan non-tol.
""Karena ketika jalan tol ada ganjil genap, kendaraan ini juga melalui Pantura, jalan selatan, tengah. Jadi artinya ini merata. Jadi kita pun tambah lagi baik suplai maupun infrastruktur untuk distribusi,"" tuturnya.
Untuk mengatasi lonjakan permintaan BBM selama periode mudik Lebaran 2022, Pertamina sudah menambah 560 unit mobil tangki yang setara 5.906 kilo liter (KL) BBM. Dalam kondisi normal, Pertamina menyediakan 3.250 unit mobil tangki yang setara kapasitas 60.399 KL.
Selain itu, perseroan juga menambah 480 awak mobil tangki. Adapun, dalam kondisi normal, perseroan mengoperasikan 11.660 awak mobil tangki.Perseroan juga mengerahkan sederet pengganti SPBU seperti SPBU siaga, kiosk Pertamina Siaga sebanyak 86 unit, motorist atau layanan pengiriman BBM menggunakan motor sebanyak 339 unit dan mobil tangki standby sebanyak 154 unit.
Dirjen Migas Kementerian ESDM Tutuka Ariadji mengapresiasi usaha Pertamina dalam menjamin ketersediaan dan penyaluran BBM untuk masyarakat, khususnya di periode mudik Lebaran kali ini.
Tutuka menilai, keberhasilan ini tak lepas dari upaya manajemen Pertamina serta Kementerian ESDM yang terus meninjau situasi di lapangan selama Ramadan dan Idul Fitri, baik secara langsung maupun lewat pemantauan di Pertamina Integrated Enterprise Data & Command Center (PIEDCC).""Apresiasi sebesar-besarnya kepada Pertamina membantu pemerintah dalam mendistribusikan energi sehingga arus mudik berjalan lancar, nyaman. Kami tidak melihat kelangkaan BBM,"" ujarnya.


",Economy,"Mei 8, 2022"
"Rugi Waskita Beton Susut Jadi Rp 1,9 Triliun","Kinerja keuangan PT Waskita Beton Precast Tbk (WSBP) di 2021 menunjukkan sedikit perbaikan. Meskipun anak usaha dari PT Waskita Karya Tbk ini masih menderita kerugian.
WSBP tercatat mampu menekan angka rugi bersih dari Rp 4,29 triliun di 2020 menjadi Rp 1,94 triliun. Perusahaan juga berhasil mencatatkan pendapatan usaha sebesar Rp 1,38 triliun pada tahun 2021.
Pendapatan WSBP ini disumbang oleh 3 lini bisnisnya, yaitu pendapatan dari penjualan produk beton pra-cetak sebesar Rp 772 miliar, pendapatan dari segmen readymix sebesar Rp 309 miliar, dan pendapatan usaha jasa konstruksi sebesar Rp 298 miliar.Dari hasil operasional WSBP berhasil membukukan laba bruto sebesar Rp 307 miliar, atau meningkat signifikan dibandingkan capaian di tahun 2020 di mana WSBP membukukan rugi bruto sebesar Rp 53 miliar.
""Per 31 Desember 2021, WSBP juga mencatatkan total aset sebesar Rp 6,88 triliun, yang terdiri dari Aset Current sebesar Rp 4,21 triliun dan Aset Non Current sebesar Rp 2,67 triliun,"" kata President Director WSBP, FX Poerbayu Ratsunu dalam keterangan tertulisnya, Minggu (8/5/2022).penyusunan laporan keuangan 2021, bersamaan dengan proses PKPU dan penyusunan Proposal perdamaian, baik Perusahaan maupun kreditur memerlukan Laporan Keuangan yang akurat.Lebih lanjut, Poerbayu menyatakan bahwa fokus dari manajemen yang dipimpinnya yakni meningkatkan capaian kinerja operasional WSBP. ""Tahun 2021 dan awal 2022 adalah periode krusial bagi WSBP untuk menyelesaikan restrukturisasi keuangan,"" jelas Poerbayu.
Nantinya setelah restrukturisasi diselesaikan, manajemen WSBP sangat optimis dapat membangkitkan kinerja WSBP dengan fundamental bisnis dan keuangan yang lebih sehat.
Optimisme tersebut didorong oleh potensi pasar industri beton pra-cetak di Indonesia maupun global yang masih sangat besar.
Seperti diketahui, bahwa sejak 25 Januari 2022 WSBP dalam proses menyelesaikan restrukturisasi keuangan lewat jalur Penundaan Kewajiban Pembayaran Utang atau PKPU. Manajemen dan para kreditur tengah mencari kesepakatan solusi restrukturisasi terbaik dengan penekanan pada going concern bisnis WSBP.

Baca artikel detikfinance, ""Rugi Waskita Beton Susut Jadi Rp 1,9 Triliun"" selengkapnya https://finance.detik.com/bursa-dan-valas/d-6067721/rugi-waskita-beton-susut-jadi-rp-19-triliun.

Download Apps Detikcom Sekarang https://apps.detik.com/detik/

""Manajemen memandang perlu bagi WSBP memiliki laporan keuangan yang akurat dan dapat diandalkan sebagai dasar penyusunan proposal restrukturisasi keuangan,"" tambahnya.

Baca artikel detikfinance, ""Rugi Waskita Beton Susut Jadi Rp 1,9 Triliun"" selengkapnya https://finance.detik.com/bursa-dan-valas/d-6067721/rugi-waskita-beton-susut-jadi-rp-19-triliun.


",Economy,"Mei 8, 2022"
"Ramadhan dan Lebaran 2022 Diramal Kerek PDB Indonesia 0,14 Persen
","Chief Economist Bank Mandiri Andry Asmoro memproyeksikan transaksi sepanjang ramadhan dan Idulfitri 2022 mendorong PDB nasional sebesar 0,14 basis poin. Peningkatan ekonomi ini dapat tercermin dari frekuensi dan nominal transaksi belanja masyarakat yang mencirikan peningkatan sejak bulan Maret 2021.
Merujuk pada data historis Mandiri Spending Index (MSI), kegiatan belanja beranjak naik paska Pemerintah berhasil menurunkan tingkat kasus Covid-19, yang dilanjutkan dengan kebijakan pelonggaran mobilitas pada pertengahan tahun 2021
""Merujuk pada perhitungan Tim Riset Bank Mandiri, transaksi di sepanjang Bulan Ramadhan dan Idul Fitri akan mendorong kenaikan PDB Nasional sebesar 0,14 ppt. Perbaikan ini juga akan merata ke semua daerah,"" ujar Andry, Senin (9/5).
Sementara itu, tingkat kepercayaan masyarakat atau confidence level masyarakat yang membaik seperti yang ditunjukkan Belanja Masyarakat di luar Makanan dan Minuman. Data MSI menunjukkan proporsi belanja non makanan dan minuman sudah kembali ke atas 10 persen (rasio rata-rata sebelum Covid-19).
""Hal ini menunjukkan masyarakan lebih percaya diri bahwa ekonomi akan lebih baik ke depan. Sehingga mau membelanjakan di luar makanan dan minuman,"" paparnya.
Optimisme ini juga selaras dengan pertumbuhan kredit konsumsi secara industri. Merujuk data Analisis Uang Beredar yang dirilis Bank Indonesia (BI), kredit konsumsi mengalami pertumbuhan sebesar 6,0 persen pada bulan Maret 2022.
",Economy,"Mei 9, 2022"
Stok Minyak Goreng Curah Masih Langka Meski Jokowi Larang Ekspor CPO,"Pasokan minyak goreng curah di sejumlah pasar tradisional di Jakarta mulai langka pasca Lebaran meski Presiden Jokowi menyetop ekspor minyak sawit mentah (CPO) dan minyak goreng sejak 28 April 2022.
Salah satu pedagang di Warung Buncit bernama Marni mengaku kesulitan mendapatkan pasokan minyak goreng curah. Hal ini sejalan dengan permintaan yang meningkat sejak Ramadan.
""Kalau pasokan yang curah masih agak susah sih sekarang, sering kosongnya. Mungkin karena pesanan juga tinggi saat Ramadan kemarin,"" ungkap Murni kepada CNNIndonesia.com, Senin (9/5).
Baca artikel CNN Indonesia ""Stok Minyak Goreng Curah Masih Langka Meski Jokowi Larang Ekspor CPO"" selengkapnya di sini: https://www.cnnindonesia.com/ekonomi/20220509144157-92-794596/stok-minyak-goreng-curah-masih-langka-meski-jokowi-larang-ekspor-cpo.  Murni mengaku hanya bisa mendapatkan stok minyak goreng curah dua jeriken dengan total 32 liter. Sebelumnya, ia bisa mendapat dua kali lipat dari jumlah tersebut.
Tak ayal, harga minyak goreng curah masih tinggi sebesar Rp20 ribu per kilogram (kg). Angka itu masih jauh di atas Harga Eceran Tertinggi (HET) yang sebesar Rp15.500 per kg atau setara Rp14 ribu per liter.
Senada, pedagang lain bernama Aan mengatakan kesulitan mencari produsen yang menyediakan minyak goreng curah,Di sisi lain, ia juga menjual minyak goreng kemasan dengan harga Rp25 ribu per liter. Aan pun berharap harga minyak goreng bisa turun agar penjualan kembali menggeliat.""Harapannya harga cepet turun lagi, kasihan yang beli ke pasar kan kelas menengah ke bawah,"" ujar Aan.
Sementara, pedagang di Pasar Minggu bernama Farid juga mengaku belum mendapatkan pasokan minyak goreng curah pasca Lebaran.
""Belum ada pasokan dari agen juga masih mahal, ya masih di Rp20 ribu per kg, pasokan lagi kurang ditambah masih Lebaran,"" kata dia.Ia mengatakan hanya mendapat stok minyak goreng curah sebanyak 30 kg per hari saat ini. Padahal, sebelumnya ia bisa mendapat stok 40 hingga 50 kg per hari.Harga minyak goreng kemasan di ritel modern. Di sisi lain, harga beberapa minyak goreng kemasan di Alfamart turun tipis.
Di Alfamart kawasan Pancoran, Jakarta Selatan, minyak goreng kemasan merek Filma, misalnya, harganya turun dari Rp51.500 menjadi Rp51.300 untuk ukuran dua liter. Penurunan terjadi karena manajemen memberikan diskon.Minyak goreng kemasan merek Sunco juga diskon dari Rp52.500 menjadi Rp52.300 untuk ukuran dua liter. Lalu untuk merek Bimoli diskon dari Rp51.500 menjadi Rp40.900 per dua liter.
Sementara, harga minyak goreng merek Sovia kembali ke Rp49.500 dari yang sebelumnya diskon menjadi Rp46 ribu per dua liter. Kemudian, untuk merek Fortune masih dibanderol Rp48.800 per dua liter.
Meski diskon, penjualan minyak goreng tidak meningkat signifikan.""Selama promo penjualan masih biasa saja, stok masih banyak. Penjualan tidak terlalu meningkat signifikan,"" ungkap Tuti (27) petugas di Alfamart tersebut.
Tidak seperti Alfamart, di Indomaret kawasan Tegal Parang, Jakarta Selatan, tidak ada diskon harga minyak goreng kemasan.
""Normal saja di sini, stok ada saja sekarang,"" ujar Deni selaku petugas di Indomaret tersebut.
Berikut rincian harga minyak goreng terbaru di Alfamart dan Indomaret:Alfamart
- Merek Sovia: Rp49.500 per dua liter
- Merek Filma: Rp51.500 per dua liter
- Merek Sunco: Rp52.300 per dua liter
- Merek Bimoli: Rp40.900 per dua liter
- Merek Fortune: Rp48.800 per dua liter
Baca artikel CNN Indonesia ""Stok Minyak Goreng Curah Masih Langka Meski Jokowi Larang Ekspor CPO"" selengkapnya di sini: https://www.cnnindonesia.com/ekonomi/20220509144157-92-794596/stok-minyak-goreng-curah-masih-langka-meski-jokowi-larang-ekspor-cpo.





.







",Economy,"Mei 9, 2022"
Utang RI Naik Lagi Tembus Rp7.052 T per Maret 2022,"Kementerian Keuangan (Kemenkeu) mencatat utang RI tembus Rp7.052 triliun dengan rasio 40,39 persen terhadap Produk Domestik Bruto (PDB) per Maret 2022.
Mengutip buku APBN KITA, Senin (9/5), utang RI naik 9,45 persen dari posisi Maret 2021 lalu yang hanya Rp6.445 triliun. Utang negara juga tercatat naik 0,54 persen jika dibandingkan dengan posisi Februari 2022 yang sebesar Rp7.014 triliun.""Secara nominal terjadi peningkatan total utang pemerintah seiring dengan penerbitan SBN dan penarikan pinjaman pada Maret 2022 untuk menutup pembiayaan APBN,"" tulis Kemenkeu.
Baca artikel CNN Indonesia ""Utang RI Naik Lagi Tembus Rp7.052 T per Maret 2022"" selengkapnya di sini: https://www.cnnindonesia.com/ekonomi/20220509093426-532-794389/utang-ri-naik-lagi-tembus-rp7052-t-per-maret-2022.
Kemenkeu mengatakan posisi utang itu terbagi menjadi dua, yakni dalam bentuk surat berharga negara (SBN) Rp6.222 triliun dan pinjaman Rp829,56 triliun.
Rinciannya, SBN domestik sebesar Rp4.962,34 triliun dan valuta asing (valas) sebesar Rp1.260,61 triliun.
Sementara, pinjaman terbagi menjadi dua, yakni dalam negeri sebesar Rp13,2 triliun dan luar negeri sebesar Rp816 triliun.Meski terus meningkat, Kemenkeu mengatakan kondisi utang pemerintah masih tergolong aman. Pasalnya, rasio utang masih di bawah batas aman, yakni 60 persen.""Hasil article IV yang dirilis oleh IMF pada Maret 2022 melaporkan bahwa kondisi utang pemerintah tergolong manageable. Rasio utang diperkirakan stabil pada 41 persen PDB dalam jangka menengah,"" pungkas Kemenkeu.",Economy,"Mei 9, 2022"
"Dana PEN Baru Terserap Rp 70 Triliun, Paling Banyak untuk Bansos"," Menteri Koordinator Bidang Perekonomian, Airlangga Hartarto mengatakan realisasi penggunaan dana Pemulihan Ekonomi Nasional baru 15,4 persen. Artinya anggaran yang terserap baru R70p 70,37 triliun dari pagu anggaran Rp 455,62 triliun.""Penggunaan dana PEN telah terserap 15,4 persen atau Rp 70,37 triliun,"" kata Airlangga di Istana Presiden, Jakarta Pusat, Senin (9/5).
Dia membeberkan, penyerapan dari sektor kesehatan baru mencapai 9,7 persen atau sekitar Rp 11,87 triliun. Penyerapan anggaran tersebut digunakan untuk membayar insentif tenaga kesehatan, klaim biaya perawatan pasien Covid-19, perpanjangan jaminan kesehatan dan dana desa.
Dari pos anggaran perlindungan sosial masyarakat telah terserap 32 persen atau senilai Rp 49,27 triliun. Dana tersebut digunakan untuk sejumlah program bantuan sosial pemerintah seperti Program Keluarga Harapan (PKH), BLT Minyak Goreng, BLT Dana Desa, Bansos untuk PKL, Pemilik Warung dan Nelayan, dan program Kartu Prakerja.
""Perlindungan masyarakat ini Rp 49,27 triliun atau 32 persen,"" kata dia.Sementara itu, penyerapan dari pos anggaran penguatan pemulihan ekonomi Rp 9,22 triliun atau baru 5,2 persen. Dana tersebut digunakan untuk mendukung sektor pariwisata, dukungan kepada UMKM dan untuk perpajakan.Dia menambahkan Presiden Joko Widodo (Jokowi) meminta para menterinya untuk memperhatikan dua hal, yakni terkait perkembangan sektor energi dan pangan.
Tak hanya itu, orang nomor satu di Indonesia ini meminta dibentuk satgas yang memantau penyakit yang tumbuh pada hewan agar tidak bertransmisi dan mengganggu stabilitas.
""Presiden meminta dibentuknya Satgas untuk penyakit yang baru tumbuh di hewan yaitu kutu mulut, ini betul-betul harus diawasi,"" kata dia mengakhiri.
Reporter: Anisyah Al Faqir
Sumber: Merdeka.com",Economy,"Mei 10, 2022"
"Telkom Bukukan Pendapatan Konsolidasi Rp35,2 Triliun di Awal 2022","PT Telkom Indonesia (Persero) Tbk  (Telkom) mencatat kinerja yang terus tumbuh di tiga bulan pertama 2022. Ya, perseroan membukukan pendapatan sebesar Rp35,2 triliun atau tumbuh 3,7% YoY dengan EBITDA (Laba sebelum Bunga, Pajak, Depresiasi, dan Amortisasi) tercatat Rp19,4 triliun dan laba bersih Rp6,1 triliun. 
EBITDA dan laba bersih tersebut  tumbuh 3,1% dan 1,7% dari periode yang sama tahun lalu. Kinerja IndiHome dan Digital Business Telkomsel yang kian kuat masih menjadi mesin pertumbuhan pendapatan perseroan. 
Direktur Utama Telkom Ririek Adriansyah mengatakan bahwa tahun ini Telkom fokus mengakselerasi langkah transformasi perusahaan untuk menjadi digital telco. Ada lima strategi  utama yang ingin direalisasikan untuk memperkuat competitive advantages perusahaan,  meningkatkan value creation bagi stakeholder serta mendukung terwujudnya sustainable  competitive growth.
""Langkah ini mulai memperlihatkan hasil yang baik dan kami yakini akan  berdampak positif bagi perusahaan dalam 2-3 tahun ke depan,"" kata Ririek. 
Pada segmen fixed broadband, IndiHome membukukan pendapatan sebesar Rp6,9 triliun atau  tumbuh 7,9% YoY dengan total kontribusi terhadap pendapatan perseroan mencapai 19,5%.  Adapun pelanggan IndiHome hingga akhir Maret 2022 mencapai 8,7 juta atau tumbuh 7,2% dibanding periode yang sama tahun lalu.
Selain itu ARPU IndiHome yang kian stabil dikisaran Rp270 ribu, didorong pendapatan dari add-ons yang tumbuh 15,6% YoY dan berkontribusi sebesar 15,9% dari total pendapatan IndiHome. Untuk meningkatkan pengalaman digital pelanggan, IndiHome terus menjalin kerja sama dengan content provider (Disney+ Hotstar dan  lainnya) yang menghadirkan tayangan terbaik dan berkualitas.
Bulan lalu, IndiHome dan Telkomsel menyepakati kerja sama dengan Netflix sebagai upaya untuk menawarkan konten terdepan bagi pelanggan TelkomGroup. Dengan layanan yang menjangkau hingga 498 dari total 514 IKK di Indonesia, IndiHome memegang peran penting dalam mendorong pengembangan masyarakat digital. 
Pada segmen Mobile, Telkomsel berhasil membukukan pendapatan sebesar Rp21,3 triliun. Jumlah pelanggan Telkomsel pada akhir Maret 2022 mencapai 175,0 juta pelanggan dengan pengguna mobile data sebanyak 119,8 juta pelanggan (tumbuh 4,3% YoY).
Lalu lintas data juga tumbuh 19,2% dari periode yang sama tahun lalu. Total BTS yang dimiliki Telkomsel hingga akhir triwulan pertama 2022 mencapai 247.930 unit atau tumbuh 5,9% YoY di mana 197.721 di antaranya adalah BTS 3G/4G/5G.",Economy,"Mei 10, 2022"
"Kemnaker Usung Penciptaan Lapangan Kerja di EWG20

","Kementerian Ketenagakerjaan (Kemnaker) akan mengusung dua isu prioritas dalam pertemuan kedua Kelompok Kerja Bidang Ketenagakerjaan G20 atau The 2nd Employment Working Group/EWG Meeting di Yogyakarta, 10-12 Mei 2022.
Sekretaris Jenderal Kemnaker Anwar Sanusi mengatakan isu prioritas pertama adalah 'Penciptaan Lapangan Kerja Berkelanjutan Menuju Dunia Kerja yang Berubah.' ""Melalui kewirausahaan dan usaha kecil dan menengah (UKM),"" tutur dia lewat keterangan resmi, Selasa (10/5).
Isu prioritas kedua adalah 'Adaptasi Perlindungan Tenaga Kerja untuk Perlindungan yang Lebih Efektif dan Peningkatan Ketahanan Bagi Seluruh Pekerja.'Kedua isu tersebut di atas, lanjut dia, merupakan subtema dari tema utama yang diusung Presidensi G20 Indonesia bidang ketenagakerjaan, yaitu meningkatkan kondisi kerja untuk pemulihan ekonomi.
Adapun, tema utama dalam forum bidang ketenagakerjaan G20 merupakan upaya Kemnaker untuk merealisasikan tema besar Presidensi G20 Indonesia, yakni Recover Together, Recover Stronger.
""Melalui berbagai isu ini, kami ingin mengajak G20 untuk bersama-sama membangun komitmen memulihkan dunia akibat pandemi covid-19 di bidang ketenagakerjaan, termasuk bersama-sama menghadapi tantangan ketenagakerjaan ke depan, khususnya terkait dampak disrupsi ekonomi,"" terang Anwar.
Sebelumnya, pertemuan pertama Kelompok Kerja Bidang Ketenagakerjaan dilangsungkan pada 8-10 Maret 2022 secara virtual.
Baca artikel CNN Indonesia ""Kemnaker Usung Penciptaan Lapangan Kerja di EWG20"" selengkapnya di sini: https://www.cnnindonesia.com/ekonomi/20220510144231-92-795056/kemnaker-usung-penciptaan-lapangan-kerja-di-ewg20.



",Economy,"Mei 10, 2022"
